"dimension","Birth","Death"
0,0,1
0,0,0.0180277563773199
0,0,0.0152315462117278
0,0,0.0150332963783729
0,0,0.014142135623731
0,0,0.0130384048104053
0,0,0.0121655250605964
0,0,0.0100498756211209
0,0,0.00824621125123532
0,0,0.00799999999999999
0,0,0.00781024967590666
0,0,0.00781024967590666
0,0,0.00781024967590665
0,0,0.00721110255092798
0,0,0.00721110255092797
0,0,0.00700000000000001
0,0,0.00640312423743285
0,0,0.00632455532033676
0,0,0.00632455532033676
0,0,0.00608276253029822
0,0,0.00565685424949238
0,0,0.00509901951359278
0,0,0.005
0,0,0.005
0,0,0.00447213595499958
0,0,0.00447213595499958
0,0,0.00424264068711929
0,0,0.00424264068711928
0,0,0.00412310562561766
0,0,0.00412310562561766
0,0,0.004
0,0,0.00360555127546399
0,0,0.00316227766016838
0,0,0.00316227766016838
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.00282842712474619
0,0,0.00282842712474619
0,0,0.00282842712474619
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.00223606797749979
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.00199999999999999
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.0014142135623731
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.00141421356237309
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999997
0,0,0.000999999999999997
0,0,0.000999999999999994
1,0.0224722050542442,0.0296816441593117
1,0.006,0.01
1,0.013,0.0164012194668567
1,0.005,0.00781024967590665
1,0.00223606797749979,0.004
1,0.00921954445729288,0.010816653826392
1,0.0126491106406735,0.014142135623731
1,0.00608276253029822,0.00721110255092798
1,0.00223606797749979,0.00316227766016838
1,0.00223606797749979,0.00316227766016838
1,0.002,0.00282842712474619
1,0.002,0.00282842712474619
1,0.0014142135623731,0.002
1,0.0014142135623731,0.002
1,0.0014142135623731,0.002
1,0.0014142135623731,0.002
1,0.00447213595499958,0.005
1,0.00316227766016838,0.00360555127546399
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.0014142135623731
1,0.001,0.00141421356237309
1,0.001,0.00141421356237309
1,0.00282842712474619,0.00316227766016838
1,0.002,0.00223606797749979
1,0.002,0.00223606797749979
1,0.002,0.00223606797749979
1,0.002,0.00223606797749979
1,0.00316227766016838,0.00316227766016838
