"dimension","Birth","Death"
0,0,1
0,0,0.207696894536245
0,0,0.205650188426853
0,0,0.183698121928342
0,0,0.181471760888575
0,0,0.178
0,0,0.168240898713719
0,0,0.16643617395266
0,0,0.16
0,0,0.147827602294024
0,0,0.146263460918987
0,0,0.134617977996997
0,0,0.134495353079577
0,0,0.132136293273271
0,0,0.12681088281374
0,0,0.120166551086398
0,0,0.118105884696741
0,0,0.114560027932957
0,0,0.114127122105133
0,0,0.103077640640442
0,0,0.0814370922860093
0,0,0.0813941029804986
0,0,0.0782623792124926
0,0,0.0721248916810279
0,0,0.0700927956355002
0,0,0.0669999999999999
0,0,0.0651920240520265
0,0,0.065
0,0,0.0639999999999999
0,0,0.0601082357085949
0,0,0.056
0,0,0.0534602656184947
0,0,0.0502195181179589
0,0,0.0490102030193714
0,0,0.049
0,0,0.0480936586256442
0,0,0.0470106370941727
0,0,0.046690470119715
0,0,0.0460434577328854
0,0,0.0447772263544762
0,0,0.0429534631898291
0,0,0.0410121933088197
0,0,0.0392045915678253
0,0,0.0384707681233427
0,0,0.0381182371050918
0,0,0.0380788655293195
0,0,0.038
0,0,0.0376430604494375
0,0,0.0370135110466434
0,0,0.0368917334913934
0,0,0.036
0,0,0.0353411940941446
0,0,0.0344383507154451
0,0,0.034132096331752
0,0,0.0330605505096331
0,0,0.0329848450049413
0,0,0.0327566787083184
0,0,0.0325576411921993
0,0,0.0311126983722081
0,0,0.031
0,0,0.0308706980808662
0,0,0.0295296461204668
0,0,0.029
0,0,0.0280713376952364
0,0,0.0275136329843952
0,0,0.027
0,0,0.026
0,0,0.025
0,0,0.0243310501211929
0,0,0.0230867927612304
0,0,0.023
0,0,0.0228473193175917
0,0,0.0218403296678416
0,0,0.021
0,0,0.021
0,0,0.0203960780543711
0,0,0.02
0,0,0.02
0,0,0.019313207915828
0,0,0.019
0,0,0.019
0,0,0.018
0,0,0.0172046505340853
0,0,0.017
0,0,0.0158113883008419
0,0,0.0156524758424985
0,0,0.0155563491861041
0,0,0.01552417469626
0,0,0.015
0,0,0.0148660687473185
0,0,0.014560219778561
0,0,0.014
0,0,0.0131529464379659
0,0,0.0130384048104053
0,0,0.013
0,0,0.0125299640861417
0,0,0.0121655250605964
0,0,0.011180339887499
0,0,0.011
0,0,0.011
0,0,0.010770329614269
0,0,0.010295630140987
0,0,0.010295630140987
0,0,0.010295630140987
0,0,0.0101980390271856
0,0,0.00989949493661167
0,0,0.00948683298050514
0,0,0.00905538513813742
0,0,0.0090553851381374
0,0,0.00900000000000001
0,0,0.00900000000000001
0,0,0.009
0,0,0.00899999999999995
0,0,0.00894427190999916
0,0,0.00894427190999916
0,0,0.00894427190999916
0,0,0.00860232526704263
0,0,0.00848528137423857
0,0,0.00824621125123533
0,0,0.00824621125123532
0,0,0.00824621125123532
0,0,0.00806225774829855
0,0,0.00806225774829855
0,0,0.00806225774829855
0,0,0.00800000000000001
0,0,0.00800000000000001
0,0,0.008
0,0,0.008
0,0,0.00799999999999999
0,0,0.00761577310586391
0,0,0.00728010988928052
0,0,0.00728010988928052
0,0,0.00721110255092798
0,0,0.00721110255092798
0,0,0.00707106781186548
0,0,0.00707106781186547
0,0,0.00700000000000001
0,0,0.00700000000000001
0,0,0.00699999999999999
0,0,0.00670820393249937
0,0,0.00670820393249937
0,0,0.00640312423743285
0,0,0.00600000000000001
0,0,0.006
0,0,0.006
0,0,0.00599999999999998
0,0,0.00583095189484531
0,0,0.0058309518948453
0,0,0.0058309518948453
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.005
0,0,0.00424264068711928
0,0,0.00424264068711928
0,0,0.00412310562561766
0,0,0.00412310562561766
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.004
0,0,0.00316227766016838
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.003
0,0,0.00299999999999999
0,0,0.00223606797749979
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.002
0,0,0.00199999999999999
0,0,0.00199999999999997
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.001
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999999
0,0,0.000999999999999997
1,0.195345847153196,0.28522271999264
1,0.13186735759846,0.185973116336744
1,0.49,0.538802375644354
1,0.160252925090308,0.20436486977952
1,0.119473846510439,0.145165422880244
1,0.171172427686237,0.190394327646598
1,0.0172046505340853,0.027459060435492
1,0.0581807528311554,0.0682495421230063
1,0.0382753184180093,0.0411946598480919
1,0.005,0.007
1,0.0382099463490856,0.0398246155034797
1,0.0846935652809586,0.0862670273047588
1,0.0472652091923859,0.0488364617882991
1,0.142947542826031,0.144003472180361
1,0.0643816744112795,0.0654369925959315
